B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,bsi,elev,mndwi,ndbi,ndvi,slope
572,3353,2808,915,1294,1798,2043,2359,2536,2642,2733,2685,0.183050069,884,-0.443081558,0.118598832,0.19009009,4.229269028
476,2659,1827,452,743,731,1344,2498,2915,2940,3214,2978,-2.95E-04,746,-0.563198119,-0.050187533,0.601743394,5.427496265
620.5,4822.5,4106,973,1458,2194,2508.5,2747,2960.5,3050,3203.5,3115.5,0.271162643,921,-0.535705756,0.225150842,0.163234172,1.329675198
669,4744,3718,1018,1518,2287,2526,2742,2947,3133,3193,3078,0.257556788,833,-0.515170872,0.204519487,0.156088561,2.938205242
697,3700,2684,828,1154,1484,1751,2292,2619,2746,2942,2636,0.183831925,888,-0.524515863,0.147998759,0.298345154,12.46807996
597,3481,2773,780,1010,1404,1798,2232,2443,2414,2592,2484,0.209308083,790,-0.550211534,0.181000848,0.264536406,2.083692551
1029.5,3157,2875.5,1688,1926,2161,2494.5,2594,2667,2590,2744.5,2336,0.108378491,942,-0.242179815,0.098660171,0.09029678,9.873823164
546.5,3501,2602,805.5,1142,1562,1770.5,2110,2391.5,2606,2663.5,2630.5,0.194878754,745,-0.508076675,0.146553136,0.250479846,14.92030144
610,3755,2780,686,1068,1596,1879,2204,2421,2474,2596,2686,0.257431559,922,-0.557122123,0.205650987,0.215724816,3.368897697
568,3592,2654,737,1132,1468,1748,2209,2409,2610,2680,2772,0.203758772,895,-0.520745131,0.158336021,0.280039235,0.952619553
412.5,2364,1356,522.5,835,664,1334,2953,3511.5,3809,3855.5,3289,-0.177118011,645,-0.477961863,-0.234083914,0.703107534,2.780288515
717,3002,2527.5,782,1104,1483,1765,2014,2167.5,2177,2307.5,2291.5,0.204997313,771,-0.462250365,0.159297162,0.189617486,21.03773176
410,2790,2034,528,771,968,1206,1860,2075,2183,2412,2216,0.161848817,842,-0.566975569,0.122059119,0.385591876,6.227803001
531,2550,1635,525,861,845,1323,1870,2118,2309,2296,2511,0.09006261,817,-0.495162709,0.049598683,0.464172479,25.10658328
1405.5,3260.5,2978,1593,1949,2272.5,2495.5,2539.5,2611,2693,2694,2457,0.126998676,896,-0.251751608,0.095322079,0.084684322,21.17980385
378.5,3394.5,2655,507.5,912,1253,1774,2563,2894,3079,3035,2732.5,0.128855963,748,-0.576454197,0.048737159,0.421514312,2.654425247
1012.5,3408,2911.5,1484,1888,2386,2831,3270.5,3444.5,3327,3439,3177.5,0.092692126,893,-0.287009063,0.012026726,0.16471206,2.657431841
396,3207,2290,490,785,1034,1653,2184,2483,2432,2685,2821,0.184140723,739,-0.606713427,0.137435716,0.403346797,2.114536012
556,3699,2649,722,1126,1656,1942,2907,3252,3072,3472,3288,0.17061974,835,-0.533264249,0.092600798,0.299492386,5.084952386
384,2100,1381,443,753,930,1266,1941,2194,2308,2441,2515,0.048261546,881,-0.472134595,-0.047186933,0.42557134,0
417,3189.5,2136.5,639.5,928,1152,1587.5,2317,2682,2947,3028,3018,0.095232089,852,-0.549241044,0.03951764,0.437911686,3.704791834
389.5,2314.5,1565.5,437.5,667.5,688.5,1069,1409,1543.5,1623.5,1812.5,1877.5,0.186018957,919,-0.552313883,0.175469782,0.404411765,7.480822287
607,2934,2090.5,602.5,832.5,970.5,1563,2248.5,2535,2635.5,2813,2865,0.093314666,716,-0.557945042,0.053595475,0.461730449,2.994463205
469,2894,2129,561,820,1076,1395,1797,2002,2014,2284,2198,0.213139801,715,-0.558427571,0.179299104,0.303559871,15.32381121
732.5,4800.5,3882.5,1048,1600,2200,2826,3178,3439,3528.5,3735.5,3430.5,0.209380669,674,-0.500039059,0.152719414,0.231910622,12.46275997
544,3395,2829,742,985,1260,1607,1871,2090,2206,2345,2438,0.224516638,917,-0.550228311,0.212283521,0.272937103,0.951034994
390,2416,1646,523,717,857,1189,1641,1820,1965,2121,2127,0.136261066,895,-0.542291733,0.102944533,0.392629341,3.824213438
555,2658.5,2134,659,840.5,1117,1400.5,1839.5,2002,1881,2190.5,2364.5,0.1956298,926,-0.519577022,0.171274369,0.254836558,2.85569644
462,2709,2155,547,787,1013,1329,1793,1954,2004,2178,2282,0.186673043,737,-0.549771167,0.149586251,0.328471992,5.85994739
466.5,3399,2469,851.5,1136,1535.5,1694.5,2129.5,2372.5,2531,2666.5,2589,0.186605747,889,-0.499007718,0.146374368,0.244805115,1.904241681
443.5,2406,1836.5,414.5,626.5,695.5,1081.5,1411.5,1551,1627,1763,1874.5,0.206105386,878,-0.586809563,0.193156459,0.401076426,6.711855412
649,4115,3433,979,1390,1932,2342,2582,2773,2820,3017,2956,0.228316067,908,-0.495004541,0.186733958,0.186868687,3.404809879
481,2922,2033,586,813,1080,1415,1860,2121,2142,2382,2379,0.189301634,544,-0.564658635,0.154028436,0.329608939,5.485526562
421,2452,1580,531,799,879,1349,2319,2672,2446,2984,2932,0.056119214,691,-0.508458936,0.00122499,0.471278195,4.161125061
504,3714,2877,779.5,1165,1530,1798.5,2348,2569.5,2671,2852.5,2753,0.206279832,732,-0.522443124,0.163351605,0.271602,3.824144526
934.5,2083.5,1845.5,573.5,826.5,864,1389.5,1843.5,1981.5,2289.5,2078,2127.5,0.014542638,870,-0.431958763,-0.047107249,0.452037419,2.938138008
539,2672,1908,577,960,1560,1408,2056,2335,2352,2465,2910,0.181957827,953,-0.471365639,0.063694268,0.202453988,2.119041214
611,4015.5,3185.5,846,1272,1825.5,2096.5,2489,2754.5,2874,3078,2868.5,0.22183872,804,-0.518865248,0.165686915,0.223108841,7.562122345
543,4217.5,3431,813.5,1209,1861,2316.5,2584,2802.5,2846.5,2995,2569.5,0.248344201,795,-0.554408919,0.194082673,0.209346787,2.113196532
436,1823,1128,538.5,836,856.5,1225.5,2085.5,2447,2793.5,2575,2910.5,-0.108541961,620,-0.371192178,-0.210224196,0.530684932,2.083271733
556,3588,2784,798,1092,1538,1938,2190,2450,2456,2735,2966,0.223389021,816,-0.533333333,0.187293183,0.229844767,5.094517231
572,3201,2244,710,1028,1136,1740,2525,2794,2758,3106,3000,0.111338885,650,-0.513833057,0.074341332,0.416538264,3.90766722
452,2639.5,1637,422,792.5,586.5,1302.5,3177.5,3733,3791,4006.5,3893,-0.132679124,578,-0.538170163,-0.179068502,0.732038835,0.927409937
1043.5,4271.5,3489,955,1457,2015,2465.5,2787.5,2982.5,2948,3175,3036.5,0.233917268,941,-0.491315353,0.183322945,0.187991134,0.952640176
584,3298,2311,692.5,948.5,1251,1660,2171.5,2403.5,2471,2725,2772.5,0.179643436,700,-0.553279171,0.143352401,0.327780763,2.083430727
418,2333,1173,528,849,557,1313,3821,4544,4599,4838,4587,-0.279032057,683,-0.46637335,-0.326889786,0.78394104,1.328100726
539.5,3835.5,3252,831,1233,1901.5,2102.5,2471,2715.5,2829,2963,3066,0.221027988,662,-0.513465522,0.151024083,0.196068069,2.847132418
580,3802,2925,1001,1470,2078,2250,2667,2860,3091,3106,3034,0.179302046,647,-0.442336874,0.103148121,0.195976011,7.607079158
490,2860,2116,575,792,966,1382,1625,1805,1912,2091,2201,0.212102012,889,-0.56626506,0.198658843,0.328700486,9.465788841
687.5,3642.5,3003,813.5,1188,1813.5,2235.5,2563.5,2819.5,2605,2917.5,3228,0.229590399,702,-0.508125453,0.166066427,0.17913319,2.6533463
435.5,2959,2292.5,672,859,1098,1360,1694,1876,2003,2162.5,2050.5,0.205288176,843,-0.550026192,0.192664248,0.291841342,10.55319786
443,2639,2134,604,781,1030,1332,1652,1831,1916,2074,2088,0.185651963,849,-0.543274854,0.158726674,0.300746775,16.60960432
812,2408,2286,1024,1242,1519,1810,1949,2073,2170,2243,2298,0.102934981,915,-0.319452055,0.051987768,0.176470588,2.998873985
694,3547,2914,903,1226,1530,1906.5,2096,2219,2215,2466.5,2812,0.2390482,782,-0.486276975,0.231169733,0.182910547,5.494836592
966,2665,2124,986,1250,1402,1627,2121,2344,2070,2487,2589,0.141934578,899,-0.361430396,0.125659979,0.192396313,0.927409937
469,2183,1675,675,865,1028,1283,1570,1708,1702,1897,2158,0.149248389,805,-0.432414698,0.123809524,0.246886447,29.2579979
586.5,3587,2622.5,721.5,1076,1343,1726,2363,2597,2626.5,2940,2879.5,0.191108964,930,-0.538494531,0.154582763,0.323340471,4.742778355
470,2910,2188,659,999,1178,1555,2079,2290,2386,2475,2473,0.146221786,863,-0.488871834,0.098942598,0.338945006,2.656801292
332,2083,1202.5,414,673,602,1119,2434,2836.5,3157,3110.5,2819.5,-0.141624041,669,-0.51161103,-0.204961832,0.679702048,3.797231206
544.5,3517,2914.5,733,1137,1488,2043,2507.5,2705,2793,2968.5,2724.5,0.173367718,809,-0.511388053,0.11473851,0.304835319,3.367301226
520,3409,2567,747,945,1310,1632,1995,2277,2314,2539,2486,0.21311054,846,-0.565916399,0.191333217,0.277041943,3.399897337
508,3587.5,2908.5,811,1198,1681,1920,2227,2458,2681,2705.5,2470.5,0.202785229,1008,-0.499320865,0.144611949,0.229252636,20.00142769
378,2357.5,1615.5,445.5,645,730.5,1122,1589.5,1775.5,1897.5,2012,2046,0.137175474,769,-0.570358035,0.108108108,0.444063927,2.993363953
718,5043,3995,881.5,1395,2224,2676.5,2941.5,3162,3132,3268,3231,0.288418067,933,-0.566635601,0.233761468,0.1695295,2.118740797
435,2924,1993,561,904,1015,1513,2250,2504,2646,2754,2679,0.102434929,900,-0.5276907,0.049910233,0.445506692,2.084459305
608,2768,1870,483,737,847,1354,1914,2118,2234,2417,2572,0.14181933,727,-0.579457917,0.106757297,0.450178513,13.10615022
416.5,2575.5,1948,608.5,831,1061,1216,1552,1700.5,2019.5,1921.5,1984,0.160986511,840,-0.512109203,0.121001088,0.311150787,5.494981289
583,3082,2176,607,848,993,1629,2027,2232,2080,2582,2622,0.205264715,744,-0.568447837,0.19411081,0.353726001,25.01129126
619,3554,2840,717,1056,1415,2223,2533,2675,2442,2832,2579,0.222687008,942,-0.54186551,0.185456971,0.266269121,0
414.5,3494,2600.5,594.5,991.5,1604,1903.5,2348.5,2514.5,2455,2606.5,2862,0.251426818,912,-0.557908817,0.174651202,0.209657551,0.952595711
397,2814,2112,459,688,908,1360,1641,1813,1913,2067,2202,0.221529373,899,-0.607081668,0.19060715,0.356256647,4.231145382
484.5,2776.5,2015,593.5,815,978.5,1440.5,1809,2012,2082,2294,2247,0.167871861,947,-0.546150633,0.142945354,0.360562,0.927409937
498,3386,2436,644,956,1432,1739,2302,2617,2580,2854,2756,0.198209401,687,-0.559649931,0.135098894,0.286141575,1.327744722
585.5,4761,4064.5,916,1395,2229,2594,2803.5,2986,2976,3137.5,3152,0.284690314,896,-0.546783626,0.230709577,0.14351585,0.952343944
620,3742,2926,783,1138,1736,2097,2450,2700,2654,2860,2885,0.228939989,736,-0.533606557,0.170106316,0.209111617,4.723081589
658,4046,3214,847,1288,1696,2114,2520,2782,2814,3157,3128,0.221312347,838,-0.517060367,0.179591837,0.24789357,3.401237965
499,2118,1246,444,745,866,1274,2168,2468,2484,2670,2695,0.00947226,796,-0.479566888,-0.079530639,0.482985075,5.299789429
390,876.5,434.5,365.5,552.5,341.5,615.5,1513,1655.5,1683,1583.5,3608.5,-0.254247666,695,-0.22673198,-0.315100606,0.662632749,2.115175247
495,2529.5,1863,596.5,800.5,925,1378,1766,1987,2229,2216,2443.5,0.100159236,906,-0.519219219,0.063150152,0.413443247,4.163132993
595,3596.5,2994.5,1331,1628,1977,2174,2398,2528,2519.5,2671.5,2632.5,0.18283107,884,-0.376782467,0.176095487,0.120649394,0
441,2849,1885,532,865,927,1415,2064,2357,2420,2629,2520,0.122473246,911,-0.534194938,0.081419624,0.446071108,3.002135992
1051,2561.5,2371,1115,1368,1432,1835,1996.5,2026,1906,2099,2307,0.138641386,879,-0.30372821,0.146726357,0.142001198,2.65608242
413.5,2239,1672.5,490.5,687,782.5,1096.5,1651,1889.5,1894.5,2132.5,2088,0.11772866,862,-0.530416951,0.083343414,0.415390362,13.32214165
538,3510,2843,652,1008,1512,1801,2078,2224,2270,2398,2497,0.264350453,904,-0.553784861,0.214532872,0.200423057,1.32974577
378,2872,2224,498,725,1034,1399,1668,1847,1876,2081,2089,0.243949045,781,-0.596886294,0.209772536,0.289347079,3.978597615
428,2304,1626,469,652,705,1089,1597,1786,1815,2035,1945,0.136973361,874,-0.558863329,0.118718135,0.44047619,8.75330839
720,3534.5,2505,741.5,1044,1301,1735,2299,2565,2660.5,2891,2943,0.174021244,629,-0.543955444,0.141081517,0.343178089,1.327620341
352,2963,2146,468,774,897,1468,2488,2885,3052,3105,3305,0.046070461,682,-0.585763982,-0.014796342,0.545707774,3.365514755
559.5,3440,2437,755,1057,1481,1783,2404,2650,2786.5,2872,2798,0.163013294,702,-0.529908828,0.104954629,0.305916813,1.327216257
362.5,2699.5,1545,365.5,722,498.5,1229,3061,3689.5,3937.5,3892,3620.5,-0.147313692,556,-0.577962882,-0.186530059,0.775247971,4.160378391
446.5,2587.5,1775,597,833.5,1070,1320.5,1719.5,1948.5,2234,2252.5,2248.5,0.127379209,909,-0.51271558,0.073317432,0.352300242,2.657146692
406,1887,1185,410,731,676,1117,2471,2946,3046,3246,3142,-0.148363516,688,-0.441558442,-0.234948307,0.636754433,3.908984544
639,4279,3297,950,1420,2148,2412,2771,3026,3099.5,3272,3256.5,0.226936477,807,-0.501666959,0.159856339,0.18132444,3.792540073
460,3746,3031,587,935,1668,2091,2332,2513,2574,2711,2719,0.262740525,617,-0.600512711,0.185443038,0.213578501,2.992637634
654.5,4180.5,3324.5,813.5,1310,2134.5,2420.5,2680,2871,2871.5,2934.5,2910.5,0.263,909,-0.52281213,0.1856211,0.147223332,1.329152095
554,2632.5,1792.5,667.5,883.5,1094.5,1373.5,1943,2187.5,2379.5,2464,2394,0.10038382,710,-0.497440273,0.050478851,0.369890616,21.15504837
491,2801,2175,610,862,976,1372,1816,2015,2116,2207,2226,0.161617715,723,-0.529347529,0.139312589,0.368693402,7.175680704
1066.5,2898,2710.5,1681,2147,2459,2328.5,2486,2588,2770,2606,2534,0.092373573,902,-0.148860258,0.022582922,0.059475999,8.289099693
461.5,2682.5,2117,517.5,705,839,1324.5,1709.5,1881,1794.5,2080,1874.5,0.207336933,841,-0.583763838,0.198347107,0.362825138,6.696119807
544,4140,3449,765,1248,1945,2262,2378,2559,2641,2697,2717,0.282267411,641,-0.53674833,0.221058841,0.151766245,2.84715676
675,4668,3673,1094,1670,2224,2508,2761,2962,3029,3129,3130,0.251384476,834,-0.47301988,0.212940107,0.153245764,0
577,4670,3552,911,1378,2008,2404,2588,2797,2724,2889,2637,0.295064482,839,-0.544312169,0.263186367,0.151310228,4.16191918
457.5,3107,2362.5,579.5,907.5,1387,1598,1906.5,2058,2139,2202.5,2310.5,0.246169844,925,-0.547888903,0.18452154,0.21327283,1.329792142
769,3750,2776,941.5,1344,1776.5,2042,2676,2909.5,2898.5,3167.5,3356,0.180056585,661,-0.472320377,0.128074002,0.24,2.995502107
588,2487,1737,628,938,1211,1374,1836,2028,2194,2233,2387,0.134355828,847,-0.452262774,0.062593463,0.288693098,4.162509918
492,2736,2075,553,774,918,1309,1699,1849,1864,2053,2239,0.203755559,709,-0.558974359,0.189565217,0.340043134,4.723120023
789,3136.5,2193,773,1057,1294.5,1666,2283,2532,2828,2869.5,2815,0.103336653,779,-0.495886491,0.051722693,0.37198302,1.902321805
654,2756,2086,669,910,1076,1585,1929,2153,2012,2366,2720,0.176723476,656,-0.503546099,0.156040268,0.303108808,11.59992168
883.5,3863,3048.5,959,1319,1741,2108,2459,2694.5,2684.5,2896.5,2880.5,0.212003244,907,-0.490930143,0.179992363,0.213196249,2.083627701
362,1551,891,400,643,487,947,2293,2910,2954,3135,3051,-0.244065282,666,-0.413855971,-0.311431743,0.716942749,6.228251457
447.5,2980,2047,533,779,1020,1406.5,1871,2104.5,2279,2355,2391,0.174398121,611,-0.585528066,0.133295303,0.381630797,10.54928493
539,3150,2145,617,961,943,1587,3061,3623,3740,3826,3197,-0.031242604,911,-0.532473851,-0.08563135,0.597266709,0.927409947
607,3565,2736,821,1156,1556,1909,2121,2322,2371,2479,2441,0.232046193,715,-0.510273247,0.201145553,0.20753756,5.547544956
550,3215,2776,719,960,1264,1587,1866,2034,2084,2282,2413,0.23015655,786,-0.54011976,0.213436497,0.244922342,11.2631979
338,2881,2011.5,548,749,954.5,1286,1814,2060,2268.5,2447,2363,0.153187011,868,-0.587327824,0.118943587,0.407694694,10.09883133
466,2454,1772,528,658.5,822,1072,1380,1579,1697,1820.5,2008,0.191056172,735,-0.57686747,0.182365695,0.347360064,6.006527901
474,2917,2054,616,943,1168,1603,2129,2344,2446,2561,2667,0.143136981,741,-0.511398964,0.087823979,0.353624792,1.854334169
458,1773,1052.5,380.5,622.5,511.5,1032,2258.5,2754.5,2850.5,2994,2896,-0.171607289,654,-0.480275517,-0.233048556,0.695716835,0.950401783
577,3827.5,2871.5,825.5,1183,1545,1893.5,2090,2337.5,2498,2624.5,2636.5,0.235625575,897,-0.527791638,0.210181013,0.235716052,4.702327108
482.5,2432,1594.5,478.5,738,760.5,1161.5,2350.5,2687,2573.5,2809,2663.5,0.0224998,678,-0.534384858,-0.028268904,0.543791242,3.398338349
1024.5,2612,2438,1140,1437,1646,1941.5,2037.5,2166.5,2119.5,2255.5,2342.5,0.132823412,886,-0.29019511,0.104089612,0.125746913,5.429462143
550,3282,2292,749,1056,1310,1583,2177,2462,2632,2838,2843,0.151887621,932,-0.513139696,0.109908691,0.33536276,1.854334169
593,3860,2784,752,1018,1392,1585,1944,2175,2384,2567,2588,0.252265141,910,-0.582615826,0.236386931,0.262711864,0.952797711
516.5,2899.5,1855.5,452.5,781.5,682,1410.5,2911,3389,3386.5,3583,3030.5,-0.034701166,634,-0.575387123,-0.077473751,0.664741305,4.666966915
481,3679.5,2860.5,754,1143,1609,2163.5,2625.5,2899,2968.5,3083,3250,0.173787593,586,-0.525972006,0.106949458,0.296996177,2.112182915
446,2816,1947,513,748.5,977.5,1256,1671,1891,2103,2176.5,2344,0.183711678,694,-0.580025249,0.14494816,0.365362766,12.74366962
735,3101,2786,1060,1254,1482,1900,2310,2550,2530,2752,2893,0.121497614,885,-0.424110218,0.101402948,0.261216351,3.000800115
530,3818,3144,934,1304,2200,2278,2484,2595,2684,2625,2732,0.249066002,923,-0.490823897,0.174407875,0.099099099,0.927409947
625.5,2203.5,1690.5,543.5,869.5,866,1337.5,1849.5,2084,2438,2231.5,2335,0.014543051,903,-0.434103482,-0.05052246,0.475786925,2.853421832
486,3270,2274,561,818,1130,1489,1902,2088,2231,2437,2485,0.223581758,601,-0.599804305,0.18887475,0.327581077,8.913593292
944.5,2736,1949,762,1047,1018.5,1583.5,2628,2956,2913,3147,2777,0.010700586,850,-0.446471055,-0.031332979,0.481877146,2.938186311
659,3988,3464,1058,1546,2012,2306,2681,2905,2968,3022,2692,0.196888091,781,-0.441272136,0.146635998,0.191967871,9.342784917
664,4407,3582,911,1296,1782,2122,2531,2742,2828,2986,3002,0.246776793,713,-0.545502367,0.218244644,0.226898048,0
503,3105.5,2302,643,952,1420,1597.5,1849.5,2002.5,2150,2173,2406,0.236728838,866,-0.530745533,0.181809533,0.204481793,0.927409937
516.5,3081.5,2343.5,471.5,758,1039,1711,2282.5,2575.5,2559,2708.5,2642.5,0.152426234,896,-0.605156921,0.092633632,0.422456921,3.404115194
397.5,3021.5,2133.5,581.5,869,1067,1427.5,1964,2157,2310,2540.5,2295,0.171489971,794,-0.553270788,0.133452124,0.368078176,6.61165989
541.5,2674.5,2036.5,517,754,1004.5,1291,1748,1994.5,2221,2253.5,2307,0.146641733,834,-0.560157503,0.092636094,0.377150829,3.400683874
565,2736,1838,582,938,1118,1510,2268,2529,2515,2778,2691,0.108905193,711,-0.489384867,0.042087221,0.384530691,3.796694756
471,3598,2649,901,1334,1886,1967,2567,2809,3111,3094,3059,0.155012637,728,-0.459042985,0.072589059,0.245147088,5.976877629
798,3389,2804,823,1192,1591,1976,2342,2571,2642,2778,2895,0.179396092,841,-0.479589609,0.123860056,0.248287267,3.704791784
444.5,1447,980.5,464,632,564,840.5,1644,1868.5,2043.5,2000,2189.5,-0.109881598,802,-0.392015392,-0.170892422,0.567401726,5.763642367
442,2756,1850,543,781,994,1404,1867,2089,2200,2387,2369,0.155090097,541,-0.55838281,0.112187248,0.377582968,8.050269127
480,3986,3177,749,1196,1940,2269,2439,2599,2636,2701,2564,0.272903018,911,-0.538402161,0.203865902,0.152097902,0.952884793
620,2557.5,1934.5,594,786,964,1335,1824.5,1995,2046.5,2178,2368.5,0.142973061,914,-0.529834006,0.110990443,0.359574821,0.927409937
751.5,3992,3384,863.5,1183,1727,2188,2341,2524,2456,2743.5,2951,0.265475466,908,-0.542801932,0.2382134,0.174276835,3.368795633
308,1698,844,406,760.5,479.5,1080.5,3131,3899.5,4169.5,4272,3809,-0.355101436,604,-0.381330079,-0.421218577,0.793719079,2.083074284
611,3195.5,2456,799,1197,1577,1809,2048.5,2248,2757,2409,2830.5,0.146064718,787,-0.45498008,0.073666527,0.272265805,3.400474072
689,2324,1807,781.5,1059,1182.5,1478,1989.5,2134,2199.5,2274.5,2156,0.081001927,851,-0.373928466,0.027522936,0.300709639,3.40062809
447,3168,2180,678,931,1128,1709,2312,2523,2596,2935,2753,0.135006605,896,-0.545742864,0.099236641,0.394199785,17.09170884
943,2766,2651,1202,1506,1718,2026,2184,2258,2198,2287,2314,0.137493658,906,-0.29494382,0.114423852,0.122574055,1.328676725
564,3002,2082.5,692,1017,1167,1564.5,2179,2383.5,2555,2693,2869.5,0.124325782,897,-0.493903956,0.080439086,0.372917786,1.329020497
483,3130,2092,489,881,856,1571,2979,3406,3786,3672,3268,-0.034983658,580,-0.560708053,-0.094852516,0.631193451,2.112358127
547.5,2844,2200.5,574,778,946,1344,1655.5,1856.5,1932,2083,1977.5,0.203939009,829,-0.570403092,0.190954774,0.342599027,14.24372642
429,3065.5,2164.5,600.5,911,1119,1439.5,1950,2152,2415,2415,2587.5,0.162361111,762,-0.541808123,0.11869355,0.36672326,2.115154499
1833,3073,2568,949,1282,1618,1916,2216,2381,2298,2514,3106,0.181909801,919,-0.411251435,0.144293428,0.173646578,0
396.5,2113.5,1144.5,450.5,787,626,1238.5,2831,3329,3453.5,3607,3307,-0.175284112,644,-0.457334942,-0.240704149,0.693099645,14.48924637
501,3141,2305,669,999,1178,1657,2416,2690,2743,2970,2879,0.117319881,869,-0.517391304,0.067641061,0.399132874,1.328937657
461,2317,1611,384,666,560,1225,2277,2647,2604,2861,2863,-0.018925831,709,-0.553469661,-0.058321479,0.646017699,0
458,3730,2973.5,641,1008,1542.5,1827.5,2186,2364.5,2318.5,2576.5,2555.5,0.280976676,656,-0.57450401,0.233363644,0.200984201,8.497882843
649,4156,3270,824,1300,1910,2370,2660,2849,2902,3071,3083,0.238970588,911,-0.523460411,0.177670728,0.206151288,1.854334116
487,3379,2629,639,905,1304,1549,1910,2126,2258,2425,2533,0.235620053,913,-0.577497666,0.198864644,0.267827063,2.857514762
549,2496,2078.5,613,824.5,1050,1297,1764.5,1943.5,1955,2150,2177,0.159960746,766,-0.503388044,0.12154572,0.301164725,14.70415593
528,3856,3150,1170,1552,1904,2074,2570,2797,2990,3104,3605,0.161290323,710,-0.426035503,0.126497225,0.221904373,2.083659563
538,3304,2782,775,1004,1248,1470,1734,1948,2068,2298,2601,0.231102096,881,-0.533890436,0.230081906,0.247285887,12.48694232
438,2901.5,2160,586.5,878,1074,1472.5,1981,2184.5,2264,2445,2304.5,0.164811017,813,-0.535388279,0.123414965,0.356500899,2.654594335
594,4170,3410,786,1300,2129,2454,2635,2819,2878,2951,2847,0.264478571,850,-0.524680073,0.183314415,0.149590573,4.837143231
669,3769,3065,902,1340,2020,2144,2449,2602,2954,2847,2599,0.200414723,649,-0.475435506,0.121225643,0.187776437,2.937640321
551,3173,2790,883,1144,1376,1694,1857,2046,2060,2282,2172,0.214361986,898,-0.470002316,0.212688706,0.199068685,4.16162052
783,5061,4430,1028,1504,2228,2555,2743,3054,3118,3258,3292,0.274857892,933,-0.541812643,0.237559604,0.166479611,0.953007065
855,3415,2974,916,1338,1808,2100,2443,2702,2784,2820,2981,0.170682506,727,-0.436987166,0.101790611,0.212543554,3.978582019
305,2057,1366,451,688,758,1095,1635,1835,1852,2077,2181,0.100039078,916,-0.498724954,0.05244308,0.419157088,2.938287269
806,3594,2982,871,1142,1594,2126,2460,2692,2569,2900,2848,0.202596198,695,-0.517736486,0.166315106,0.234206101,1.327428555
601.5,3992,3109.5,817.5,1186,1889,2211.5,2622.5,2875.5,2911,3099,3065,0.223997086,682,-0.541908073,0.15659858,0.212916667,3.396292367
404,3184.5,2055.5,512.5,746,929.5,1384.5,1851,2098,2158,2465,2522,0.212764389,892,-0.620404529,0.192138512,0.397894737,0.952465892
583,2784.5,2245,1142,1441,1737,1702.5,2189.5,2344,2315,2615,3001.5,0.133421069,699,-0.317950538,0.09206785,0.142645607,2.115263378
548,3360,2320,591,948,1098,1649,2341,2596,2753,2793,2971,0.142783902,727,-0.559888579,0.099296581,0.429758504,3.395803452
736,3719,2980,1132,1466,1853,2174,2588,2815,2890,3009,2719,0.161559308,818,-0.434522662,0.125435013,0.218637993,2.655900161
536,3816,2898,726,1054,1424,1906,2315,2556,2733,2882,2558,0.204736177,827,-0.567145791,0.165368759,0.314890546,5.971030712
523,3040,2025,425,670,720,1530,2137,2342,2423,2619,2852,0.138014528,838,-0.638814016,0.112941607,0.541839007,1.328980565
592.5,3937.5,3153,721,1010.5,1435,2069.5,2343,2491,2163,2696.5,2518.5,0.301398898,919,-0.591552142,0.290877797,0.20233463,2.780288516
619,3722,2805,832,1146,1520,1811,2230,2412,2580,2753,2682,0.211462907,849,-0.52917009,0.181212314,0.258536585,2.11630713
464,2714.5,1934.5,453,769.5,970.5,1354.5,1825.5,2056.5,2293,2293,2559.5,0.146011507,815,-0.558266361,0.084173739,0.405239773,4.747715473
523,2579,1786,537,882,1042,1561,2257,2504,2611,2715,2788,0.069877382,727,-0.490320717,-0.006165703,0.429509992,1.854334169
455,3175,2335,611,968.5,1204,1678,2653.5,2924.5,2850,3183.5,3096,0.117091837,626,-0.532520816,0.053941909,0.406018747,0.949607147
540,3613,2827,858,1206,1614,1968,2337,2575,2667,2853,2688,0.194469835,620,-0.49948122,0.150636943,0.245970568,4.667556763
598,4256,3286,795,1242,1876,2236,2595,2797,2942,3040,3030,0.242679096,909,-0.548199345,0.182550709,0.221253632,2.084383649
416.5,2699.5,2302.5,640,903.5,1053,1321.5,1486,1625,1640,1821,1830,0.244094488,842,-0.498473494,0.244152552,0.217972521,13.04819176
531,3366,2419,647,909,1367,1615,1969,2170,2336,2503,2575,0.226801452,656,-0.574736842,0.180638373,0.261679719,12.45416014
608,4363,3371,1030,1500,2192,2413,2778,3054,3150,3317,3081,0.221238938,891,-0.488316561,0.161453481,0.179333583,2.854318259
556,4029,3264,838,1196,1824,2192,2546,2766,2697,2900,2780,0.24691095,686,-0.542200957,0.198037467,0.193098872,2.654434135
455.5,3031,2135,847.5,1276,1671.5,1534,2360,2653.5,2915,2943.5,2718,0.111045481,831,-0.407476202,0.019508914,0.27112177,5.430025921
547.5,3972.5,3195,843.5,1293,1971,2231.5,2573,2839,2979,3088.5,2976,0.21718206,760,-0.508878549,0.142918795,0.203636364,3.823897157
558,3201,2157,608,890,1098,1612,2212,2525,2552,2872,2788,0.152701435,694,-0.564898558,0.112810707,0.398356164,19.74609612
1254,3308,2418,1770,2170,2552,2797,2999,3136,3098,3208,3148,0.092468307,925,-0.207740051,0.032781767,0.096637168,1.329811
